id,workflow,journey,category,testName,testTitle,testDescription,segments,modules,tags,req,demo,jira,status,enabled
E9-003,E9,E,ui,findCandidatesSubmitsFilter,[Export] Verify that Find Candidates submits the filter and populates the result table.,"Find Candidates POSTs the filter; a 200 returns a numeric matchedCount plus a 200-capped preview and the count label renders, while a 403 (seeded user without accounting.export) is an accepted outcome.",all,Windows,regression,E9-R2,0,WEBPET-1797,automated,0
E9-004,E9,E,ui,colorLegendRendersWithRows,[Export] Verify that the color legend renders below the table when results have rows.,With two mocked rows of distinct paymentType the payment-type colour legend and both result rows render (PET-138).,all,Windows,regression,E9-R3,0,WEBPET-1797,automated,0
E9-005,E9,E,ui,invertedDateRangeRejected,[Export] Verify that an inverted date range is rejected without firing a request.,"An inverted date range shows the order error and keeps Find Candidates disabled, so no request fires.",all,Windows,regression,E9-R4,0,WEBPET-1797,automated,0
E9-006,E9,E,ui,typeQueryParamSurvivesReload,[Export] Verify that the ?type= URL parameter survives a page reload.,The ?type= parameter is preserved on direct navigation and across a reload.,all,Windows,smoke|high-level|regression,E9-R5,0,,automated,1
E9-007,E9,E,ui,costAccountingTabDisabledUnlicensed,[Export] Verify that the Cost Accounting tab is disabled with a tooltip when the module is not licensed.,"With CostAccounting stripped from session/me the tab renders disabled, and hovering its focusable wrapper span surfaces the explanatory tooltip.",all,Windows,regression,E9-R6,0,,automated,1
E9-008,E9,E,ui,moduleNotLicensedBannerOnRefusal,[Export] Verify that the module.not_licensed banner shows when the Cost Accounting tab is selected and the server refuses.,A module.not_licensed 403 from the candidates endpoint renders the inline banner and deliberately fires no global error toast.,all,Windows,regression,E9-R7,0,WEBPET-1797,automated,0
E9-009,E9,E,ui,sidebarHiddenWithoutExportPermission,[Export] Verify that the sidebar entry is hidden for a user without accounting.export.,With enableExportToAccounting and accounting.export removed from session/me the sidebar entry is absent from the nav container.,all,Windows,regression,E9-R8,0,,automated,1
E9-010,E9,E,ui,directNavigation403ForFieldSupervisor,[Export] Verify that direct URL navigation returns 403 for FieldSupervisor.,A role-check 403 from the candidates endpoint is surfaced as-is on direct navigation.,all,Windows,regression,E9-R9,0,WEBPET-1797,automated,0
E9-011,E9,E,ui,v2ChromeRendersAndPrepareLoadsCounters,[Export] Verify that the v2 chrome renders and Prepare populates readiness and queue.,"The v2 dispatch workspace renders its top strip, spine and grid, shows the pick-a-date-range empty state, and after a date preset is applied all four readiness counters carry numeric counts.",all,Windows,smoke|high-level|regression,E9-R10,0,,automated,1
E9-012,E9,E,ui,newIaFlagNoLongerFallsBackToV1,[Export] Verify that the pt-export-new-ia flag no longer falls back to the v1 page.,?pt-export-new-ia=false still serves the v2 workspace — the legacy JobExportPage moved to /setup/exports/jobs.,all,Windows,regression,E9-R11,0,,automated,1
E9-013,E9,E,ui,draftLifecyclePostPatchDelete,"[Export] Verify that Prepare, a toggle flip and Clear filters fire POST, PATCH and DELETE /runs in order.","Prepare upserts the ExportRun draft (POST /runs), a batch-toggle flip PATCHes it with If-Match, and Clear filters DELETEs it; readiness reports 2 ready from the mocked analyze.",all,Windows,regression,E9-R12,0,WEBPET-1797,automated,0
E9-014,E9,E,ui,recentExportsSheetDrillDownAndBack,"[Export] Verify that Recent Exports opens the Sheet, lists runs, drills into one and returns.","The History button opens the Recent Exports sheet, a row drills into its outcomes, the failed filter hides the succeeded row, and Back returns to the list.",all,Windows,regression,E9-R13,0,,automated,1
E9-015,E9,E,ui,retryAllFailedPostsRunWithParent,[Export] Verify that Retry all failed dispatches POST /run with jobCardCounterIds and parentRunCounter.,"Retry all failed POSTs /run carrying jobCardCounterIds [2,3] — the two retry-eligible outcomes — and parentRunCounter 303.",all,Windows,regression,E9-R14,0,,automated,1
E9-016,E9,E,ui,rowToggleAndBulkExcludePatchDraft,[Export] Verify that toggling a row PATCHes the draft with excludedRecordIds.,"Toggling one row checkbox in the expanded pending bucket PATCHes the draft with excludedRecordIds, and bulk exclude PATCHes all three ids at once.",all,Windows,regression,E9-R15,0,WEBPET-1797,automated,0
E9-017,E9,E,ui,mobileDestinationChipOpensSheet,[Export] Verify that the mobile chrome shows the destination chip and opens the bottom sheet.,"At 375x800 the destination chip replaces the inline panel, the CTA region carries sticky bottom-0 positioning, and tapping the chip opens the bottom sheet showing the not-configured empty state.",all,Windows,regression,E9-R16,0,WEBPET-1797,automated,0
E9-018,E9,E,ui,mobileReadinessAndQueueRender,[Export] Verify that the readiness strip and review queue render in the mobile layout.,At 375x800 all four readiness cards render in the two-column grid and Prepare populates the pending and already-exported review-queue buckets.,all,Windows,regression,E9-R17,0,WEBPET-1797,automated,0
E10-001,E10,E,ui,exportIdentifierMatching,Export-identifier matching,"Ensure every job's export identifier matches a phase or cost center in the accounting system, the single most common export failure. A mismatch rejects that job's records.",all,Windows,regression,,0,,draft,0
E10-002,E10,E,ui,headerRendersAndPreferenceGateRespected,[Reconcile] Verify that the page header renders and the preference gate is respected.,"The header always renders; with IncludeReconcileJCs off no page chrome renders at all, and with it on the Reconcile CTA is present but disabled until a date scope is picked.",all,Windows,smoke|high-level|regression,E10-R1,0,,automated,1
E10-003,E10,E,ui,preAnalyzePromptWithoutDateRange,[Reconcile] Verify that the pre-analyze prompt shows when no date range is selected.,With no date scope the grid renders its pick-a-range empty state plus the wave-arrow hint pointing from the status column at the date column.,all,Windows,regression,E10-R2,0,,automated,1
E10-004,E10,E,ui,liveReconcileRunCompletes,[Reconcile] Verify that the page renders and a reconcile run completes against the live API.,"A live run against the seeded API: apply Last 30 days, confirm, and POST /api/job-cards/reconcile with dryRun:false returns 200 with numeric matched/updated counts and the summary panel renders.",all,Windows,high-level|regression,E10-R3,0,,automated,1
E10-005,E10,E,ui,sidebarPresenceMatchesExportPermission,[Reconcile] Verify that the sidebar entry presence matches the accounting.export permission.,"The sidebar entry is attached exactly when the session grants accounting.export, via derivedPermissions or the capabilities action map.",all,Windows,regression,E10-R4,0,WEBPET-1797,automated,0
E10-006,E10,E,ui,directUrlRedirectsWithoutPermission,[Reconcile] Verify that a direct URL redirects to the root when accounting.export is absent.,Without accounting.export a direct /reconcile-job-cards URL redirects to the app root.,all,Windows,regression,E10-R5,0,,automated,1
E10-007,E10,E,ui,preferenceOffKeepsUrlAndShowsBanner,[Reconcile] Verify that with the preference off the URL stays stable and the banner shows.,With the preference off the URL stays on /reconcile-job-cards and the disabled banner renders in place of the page.,all,Windows,regression,E10-R6,0,,automated,1
E10-008,E10,E,ui,summaryPanelRendersFailureRows,[Reconcile] Verify that the summary panel renders inline failure rows when failures exist.,"A mocked response carrying two failures renders the summary panel, both inline failure rows and the CSV download button.",all,Windows,regression,E10-R7,0,,automated,1
E10-009,E10,E,ui,downloadAbsentWhenSummaryClean,[Reconcile] Verify that the CSV download button is absent when the summary is all-clean.,A mocked all-clean response renders the all-good state and no CSV download button.,all,Windows,regression,E10-R8,0,,automated,1
E10-010,E10,E,ui,serverErrorShowsToastNoSummary,[Reconcile] Verify that a 5xx response triggers an error toast and no summary panel.,A mocked 500 from the real (non-dry-run) reconcile POST surfaces an error toast and renders no summary panel.,all,Windows,regression,E10-R9,0,,automated,1
E10-011,E10,E,ui,badRequestShowsToastNoSummary,[Reconcile] Verify that a 4xx response triggers an error toast and no summary panel.,A mocked 400 from the real (non-dry-run) reconcile POST surfaces an error toast and renders no summary panel.,all,Windows,regression,E10-R9,0,,automated,1
E11-001,E11,E,ui,reverseExport,Reverse export,"Undo a completed export so its job cards can be corrected and re-exported, distinct from simply re-sending the same file. Reversing un-marks the cards; re-sending just pushes the file again.",all,Windows,regression,,0,,draft,0
E12-001,E12,E,workflow,h2aOfferedHoursReporting,H2A offered-hours reporting,"Track and report offered versus worked hours for H2A visa workers separately, as their guarantee requires. Parked for Anthony (H2A module off).",grower|perennial-grower|pack-house,H2A,regression,,0,,draft,0
E13-001,E13,E,workflow,departmentAndMultiStateOvertimeSplit,Department and multi-state overtime split,"Apply different overtime rules and group results by department, which is how multi-state operators run per-state rules. Anthony uses departments even within a single state.",all,Department,regression,,0,,draft,0
